"County","DeathCount","Gender","Race_Ethnicity","LocationID","LatLong","num_race_eth"
"Wheeler County",240.5,"Male","Black",48483,"(35.40249, -100.269358)",2
"Swisher County",240.5,"Male","Black",48437,"(34.530892, -101.731801)",2
"Dallam County",240.5,"Female","Hispanic",48111,"(36.272944, -102.596539)",3
"Wheeler County",240.5,"Male","Hispanic",48483,"(35.40249, -100.269358)",3
"Jack County",375.2,"Female","Hispanic",48237,"(33.235266, -98.170181)",3
"Hardeman County",375.2,"Male","Hispanic",48197,"(34.291164, -99.747749)",3
"Panola County",670.6,"Male","Hispanic",48365,"(32.160728, -94.303631)",3
"Clay County",190.5,"Female","Hispanic",48077,"(33.784654, -98.205065)",3
"Presidio County",140,"Female","Hispanic",48377,"(30.000968, -104.235765)",3
"Potter County",337.3,"Male","Hispanic",48375,"(35.405302, -101.891389)",3
"Delta County",670.6,"Female","Hispanic",48119,"(33.388888, -95.66343)",3
"Hopkins County",375.2,"Male","Hispanic",48223,"(33.153071, -95.561345)",3
"Collingsworth County",375.2,"Male","Black",48087,"(34.963311, -100.268348)",2
"Collingsworth County",375.2,"Male","Hispanic",48087,"(34.963311, -100.268348)",3
"Tyler County",642.7,"Female","Hispanic",48457,"(30.770293, -94.374849)",3
"Hall County",642.7,"Male","Hispanic",48191,"(34.530892, -100.682762)",3
"Gaines County",240.5,"Male","Black",48165,"(32.735901, -102.629158)",2
"Hood County",375.2,"Male","Black",48221,"(32.432427, -97.829824)",2
"Randall County",367.2,"Male","Hispanic",48381,"(34.965684, -101.897576)",3
"Hamilton County",375.2,"Female","Black",48193,"(31.709702, -98.105626)",2
"Loving County",375.2,"Male","Black",48301,"(31.856645, -103.584539)",2
"Roberts County",190.5,"Male","Black",48393,"(35.841866, -100.815135)",2
"Andrews County",517.9,"Male","Black",48003,"(32.302021, -102.632247)",2
"Freestone County",240.5,"Female","Hispanic",48161,"(31.711473, -96.149515)",3
"Roberts County",642.7,"Male","Hispanic",48393,"(35.841866, -100.815135)",3
"Newton County",642.7,"Male","Hispanic",48351,"(30.785381, -93.743083)",3
"Ochiltree County",190.5,"Female","Hispanic",48357,"(36.272365, -100.815124)",3
"Midland County",524.2,"Male","Black",48329,"(31.870648, -102.032206)",2
"Rains County",190.5,"Male","Hispanic",48379,"(32.873701, -95.786222)",3
"Camp County",375.2,"Male","Hispanic",48063,"(32.981536, -94.975645)",3
"Carson County",337.3,"Male","Hispanic",48065,"(35.403924, -101.35697)",3
"Stephens County",190.5,"Female","Hispanic",48429,"(32.737809, -98.833384)",3
"Young County",375.2,"Male","Hispanic",48503,"(33.176675, -98.684821)",3
"Hamilton County",375.2,"Female","Hispanic",48193,"(31.709702, -98.105626)",3
"Howard County",670.6,"Male","Black",48227,"(32.30616, -101.435127)",2
"Delta County",670.6,"Male","Hispanic",48119,"(33.388888, -95.66343)",3
"Mitchell County",642.7,"Male","Black",48335,"(32.306972, -100.919542)",2
